地域,性別,年齢層,検査値範囲,人数
長野県,女,40～44歳,2.0以上2.5未満,-
長野県,女,40～44歳,1.5以上2.0未満,-
長野県,女,40～44歳,1.0以上1.5未満,-
長野県,女,40～44歳,1.0未満,3104
岐阜県,女,40～44歳,2.5以上,-
岐阜県,女,40～44歳,2.0以上2.5未満,-
岐阜県,女,40～44歳,1.5以上2.0未満,-
岐阜県,女,40～44歳,1.0以上1.5未満,-
岐阜県,女,40～44歳,1.0未満,2084
静岡県,女,40～44歳,2.5以上,-
静岡県,女,40～44歳,2.0以上2.5未満,-
静岡県,女,40～44歳,1.5以上2.0未満,-
静岡県,女,40～44歳,1.0以上1.5未満,-
静岡県,女,40～44歳,1.0未満,4558
愛知県,女,40～44歳,2.5以上,-
愛知県,女,40～44歳,2.0以上2.5未満,-
愛知県,女,40～44歳,1.5以上2.0未満,-
愛知県,女,40～44歳,1.0以上1.5未満,29
愛知県,女,40～44歳,1.0未満,19867
三重県,女,40～44歳,2.5以上,-
三重県,女,40～44歳,2.0以上2.5未満,-
三重県,女,40～44歳,1.5以上2.0未満,-
三重県,女,40～44歳,1.0以上1.5未満,-
三重県,女,40～44歳,1.0未満,2471
滋賀県,女,40～44歳,2.5以上,-
滋賀県,女,40～44歳,2.0以上2.5未満,-
滋賀県,女,40～44歳,1.5以上2.0未満,-
滋賀県,女,40～44歳,1.0以上1.5未満,-
滋賀県,女,40～44歳,1.0未満,3915
京都府,女,40～44歳,2.5以上,-
京都府,女,40～44歳,2.0以上2.5未満,-
京都府,女,40～44歳,1.5以上2.0未満,-
京都府,女,40～44歳,1.0以上1.5未満,-
京都府,女,40～44歳,1.0未満,3277
大阪府,女,40～44歳,2.5以上,-
大阪府,女,40～44歳,2.0以上2.5未満,-
大阪府,女,40～44歳,1.5以上2.0未満,-
大阪府,女,40～44歳,1.0以上1.5未満,31
大阪府,女,40～44歳,1.0未満,19091
兵庫県,女,40～44歳,2.5以上,-
兵庫県,女,40～44歳,2.0以上2.5未満,-
兵庫県,女,40～44歳,1.5以上2.0未満,-
兵庫県,女,40～44歳,1.0以上1.5未満,-
兵庫県,女,40～44歳,1.0未満,7675
奈良県,女,40～44歳,2.5以上,-
奈良県,女,40～44歳,2.0以上2.5未満,-
奈良県,女,40～44歳,1.5以上2.0未満,-
奈良県,女,40～44歳,1.0以上1.5未満,-
奈良県,女,40～44歳,1.0未満,1838
和歌山県,女,40～44歳,2.5以上,-
和歌山県,女,40～44歳,2.0以上2.5未満,-
和歌山県,女,40～44歳,1.5以上2.0未満,-
和歌山県,女,40～44歳,1.0以上1.5未満,-
和歌山県,女,40～44歳,1.0未満,943
鳥取県,女,40～44歳,2.5以上,-
鳥取県,女,40～44歳,2.0以上2.5未満,-
鳥取県,女,40～44歳,1.5以上2.0未満,-
鳥取県,女,40～44歳,1.0以上1.5未満,-
鳥取県,女,40～44歳,1.0未満,275
島根県,女,40～44歳,2.5以上,-
島根県,女,40～44歳,2.0以上2.5未満,-
島根県,女,40～44歳,1.5以上2.0未満,-
島根県,女,40～44歳,1.0以上1.5未満,-
島根県,女,40～44歳,1.0未満,846
岡山県,女,40～44歳,2.5以上,-
岡山県,女,40～44歳,2.0以上2.5未満,-
岡山県,女,40～44歳,1.5以上2.0未満,-
岡山県,女,40～44歳,1.0以上1.5未満,-
岡山県,女,40～44歳,1.0未満,2268
広島県,女,40～44歳,2.5以上,-
広島県,女,40～44歳,2.0以上2.5未満,-
広島県,女,40～44歳,1.5以上2.0未満,-
広島県,女,40～44歳,1.0以上1.5未満,-
広島県,女,40～44歳,1.0未満,3035
山口県,女,40～44歳,2.5以上,-
山口県,女,40～44歳,2.0以上2.5未満,-
山口県,女,40～44歳,1.5以上2.0未満,-
山口県,女,40～44歳,1.0以上1.5未満,-
山口県,女,40～44歳,1.0未満,1661
徳島県,女,40～44歳,2.5以上,-
徳島県,女,40～44歳,2.0以上2.5未満,-
徳島県,女,40～44歳,1.5以上2.0未満,-
徳島県,女,40～44歳,1.0以上1.5未満,-
徳島県,女,40～44歳,1.0未満,462
香川県,女,40～44歳,2.5以上,-
香川県,女,40～44歳,2.0以上2.5未満,-
香川県,女,40～44歳,1.5以上2.0未満,-
香川県,女,40～44歳,1.0以上1.5未満,-
香川県,女,40～44歳,1.0未満,1269
愛媛県,女,40～44歳,2.5以上,-
愛媛県,女,40～44歳,2.0以上2.5未満,-
愛媛県,女,40～44歳,1.5以上2.0未満,-
愛媛県,女,40～44歳,1.0以上1.5未満,-
愛媛県,女,40～44歳,1.0未満,2099
高知県,女,40～44歳,2.5以上,-
高知県,女,40～44歳,2.0以上2.5未満,-
高知県,女,40～44歳,1.5以上2.0未満,-
高知県,女,40～44歳,1.0以上1.5未満,-
高知県,女,40～44歳,1.0未満,1077
福岡県,女,40～44歳,2.5以上,-
福岡県,女,40～44歳,2.0以上2.5未満,-
福岡県,女,40～44歳,1.5以上2.0未満,-
福岡県,女,40～44歳,1.0以上1.5未満,14
福岡県,女,40～44歳,1.0未満,8737
佐賀県,女,40～44歳,2.5以上,-
佐賀県,女,40～44歳,2.0以上2.5未満,-
佐賀県,女,40～44歳,1.5以上2.0未満,-
佐賀県,女,40～44歳,1.0以上1.5未満,-
佐賀県,女,40～44歳,1.0未満,1046
長崎県,女,40～44歳,2.5以上,-
長崎県,女,40～44歳,2.0以上2.5未満,-
長崎県,女,40～44歳,1.5以上2.0未満,-
長崎県,女,40～44歳,1.0以上1.5未満,-
長崎県,女,40～44歳,1.0未満,1191
熊本県,女,40～44歳,2.5以上,-
熊本県,女,40～44歳,2.0以上2.5未満,-
熊本県,女,40～44歳,1.5以上2.0未満,-
熊本県,女,40～44歳,1.0以上1.5未満,-
熊本県,女,40～44歳,1.0未満,1774
大分県,女,40～44歳,2.5以上,-
大分県,女,40～44歳,2.0以上2.5未満,-
大分県,女,40～44歳,1.5以上2.0未満,-
大分県,女,40～44歳,1.0以上1.5未満,-
大分県,女,40～44歳,1.0未満,1574
宮崎県,女,40～44歳,2.5以上,-
宮崎県,女,40～44歳,2.0以上2.5未満,-
宮崎県,女,40～44歳,1.5以上2.0未満,-
宮崎県,女,40～44歳,1.0以上1.5未満,-
宮崎県,女,40～44歳,1.0未満,1069
鹿児島県,女,40～44歳,2.5以上,-
鹿児島県,女,40～44歳,2.0以上2.5未満,-
鹿児島県,女,40～44歳,1.5以上2.0未満,-
鹿児島県,女,40～44歳,1.0以上1.5未満,-
鹿児島県,女,40～44歳,1.0未満,1887
沖縄県,女,40～44歳,2.5以上,-
沖縄県,女,40～44歳,2.0以上2.5未満,-
沖縄県,女,40～44歳,1.5以上2.0未満,-
沖縄県,女,40～44歳,1.0以上1.5未満,-
沖縄県,女,40～44歳,1.0未満,2099
北海道,女,45～49歳,2.5以上,-
北海道,女,45～49歳,2.0以上2.5未満,-
北海道,女,45～49歳,1.5以上2.0未満,-
北海道,女,45～49歳,1.0以上1.5未満,26
北海道,女,45～49歳,1.0未満,9525
青森県,女,45～49歳,2.5以上,-
青森県,女,45～49歳,2.0以上2.5未満,-
青森県,女,45～49歳,1.5以上2.0未満,-
青森県,女,45～49歳,1.0以上1.5未満,-
青森県,女,45～49歳,1.0未満,1893
岩手県,女,45～49歳,2.5以上,-
岩手県,女,45～49歳,2.0以上2.5未満,-
岩手県,女,45～49歳,1.5以上2.0未満,-
岩手県,女,45～49歳,1.0以上1.5未満,-
岩手県,女,45～49歳,1.0未満,1865
宮城県,女,45～49歳,2.5以上,-
宮城県,女,45～49歳,2.0以上2.5未満,-
宮城県,女,45～49歳,1.5以上2.0未満,-
宮城県,女,45～49歳,1.0以上1.5未満,10
宮城県,女,45～49歳,1.0未満,4958
秋田県,女,45～49歳,2.5以上,-
秋田県,女,45～49歳,2.0以上2.5未満,-
秋田県,女,45～49歳,1.5以上2.0未満,-
秋田県,女,45～49歳,1.0以上1.5未満,-
秋田県,女,45～49歳,1.0未満,1066
山形県,女,45～49歳,2.5以上,-
山形県,女,45～49歳,2.0以上2.5未満,-
山形県,女,45～49歳,1.5以上2.0未満,-
山形県,女,45～49歳,1.0以上1.5未満,-
山形県,女,45～49歳,1.0未満,2108
福島県,女,45～49歳,2.5以上,-
福島県,女,45～49歳,2.0以上2.5未満,-
福島県,女,45～49歳,1.5以上2.0未満,-
福島県,女,45～49歳,1.0以上1.5未満,-
福島県,女,45～49歳,1.0未満,2135
茨城県,女,45～49歳,2.5以上,-
茨城県,女,45～49歳,2.0以上2.5未満,-
茨城県,女,45～49歳,1.5以上2.0未満,-
茨城県,女,45～49歳,1.0以上1.5未満,11
茨城県,女,45～49歳,1.0未満,5681
栃木県,女,45～49歳,2.5以上,-
栃木県,女,45～49歳,2.0以上2.5未満,-
栃木県,女,45～49歳,1.5以上2.0未満,-
栃木県,女,45～49歳,1.0以上1.5未満,-
栃木県,女,45～49歳,1.0未満,3075
群馬県,女,45～49歳,2.5以上,-
群馬県,女,45～49歳,2.0以上2.5未満,-
群馬県,女,45～49歳,1.5以上2.0未満,-
群馬県,女,45～49歳,1.0以上1.5未満,12
群馬県,女,45～49歳,1.0未満,2622
埼玉県,女,45～49歳,2.5以上,-
埼玉県,女,45～49歳,2.0以上2.5未満,-
埼玉県,女,45～49歳,1.5以上2.0未満,-
埼玉県,女,45～49歳,1.0以上1.5未満,30
埼玉県,女,45～49歳,1.0未満,12849
千葉県,女,45～49歳,2.5以上,-
千葉県,女,45～49歳,2.0以上2.5未満,-
千葉県,女,45～49歳,1.5以上2.0未満,-
千葉県,女,45～49歳,1.0以上1.5未満,41
千葉県,女,45～49歳,1.0未満,13478
東京都,女,45～49歳,2.5以上,11
東京都,女,45～49歳,2.0以上2.5未満,-
東京都,女,45～49歳,1.5以上2.0未満,-
東京都,女,45～49歳,1.0以上1.5未満,68
東京都,女,45～49歳,1.0未満,35505
神奈川県,女,45～49歳,2.5以上,-
神奈川県,女,45～49歳,2.0以上2.5未満,-
神奈川県,女,45～49歳,1.5以上2.0未満,-
神奈川県,女,45～49歳,1.0以上1.5未満,57
神奈川県,女,45～49歳,1.0未満,20076
新潟県,女,45～49歳,2.5以上,-
新潟県,女,45～49歳,2.0以上2.5未満,-
新潟県,女,45～49歳,1.5以上2.0未満,-
新潟県,女,45～49歳,1.0以上1.5未満,-
新潟県,女,45～49歳,1.0未満,2251
富山県,女,45～49歳,2.5以上,-
富山県,女,45～49歳,2.0以上2.5未満,-
富山県,女,45～49歳,1.5以上2.0未満,-
富山県,女,45～49歳,1.0以上1.5未満,-
富山県,女,45～49歳,1.0未満,1695
石川県,女,45～49歳,2.5以上,-
石川県,女,45～49歳,2.0以上2.5未満,-
石川県,女,45～49歳,1.5以上2.0未満,-
石川県,女,45～49歳,1.0以上1.5未満,10
石川県,女,45～49歳,1.0未満,2599
福井県,女,45～49歳,2.5以上,-
福井県,女,45～49歳,2.0以上2.5未満,-
福井県,女,45～49歳,1.5以上2.0未満,-
福井県,女,45～49歳,1.0以上1.5未満,-
福井県,女,45～49歳,1.0未満,914
山梨県,女,45～49歳,2.5以上,-
山梨県,女,45～49歳,2.0以上2.5未満,-
山梨県,女,45～49歳,1.5以上2.0未満,-
山梨県,女,45～49歳,1.0以上1.5未満,-
山梨県,女,45～49歳,1.0未満,774
長野県,女,45～49歳,2.5以上,-
長野県,女,45～49歳,2.0以上2.5未満,-
長野県,女,45～49歳,1.5以上2.0未満,-
長野県,女,45～49歳,1.0以上1.5未満,10
長野県,女,45～49歳,1.0未満,3836
岐阜県,女,45～49歳,2.5以上,-
岐阜県,女,45～49歳,2.0以上2.5未満,-
岐阜県,女,45～49歳,1.5以上2.0未満,-
岐阜県,女,45～49歳,1.0以上1.5未満,-
岐阜県,女,45～49歳,1.0未満,2460
静岡県,女,45～49歳,2.5以上,-
静岡県,女,45～49歳,2.0以上2.5未満,-
静岡県,女,45～49歳,1.5以上2.0未満,-
静岡県,女,45～49歳,1.0以上1.5未満,18
静岡県,女,45～49歳,1.0未満,5361
愛知県,女,45～49歳,2.5以上,-
愛知県,女,45～49歳,2.0以上2.5未満,-
愛知県,女,45～49歳,1.5以上2.0未満,-
愛知県,女,45～49歳,1.0以上1.5未満,41
愛知県,女,45～49歳,1.0未満,23221
三重県,女,45～49歳,2.5以上,-
三重県,女,45～49歳,2.0以上2.5未満,-
三重県,女,45～49歳,1.5以上2.0未満,-
三重県,女,45～49歳,1.0以上1.5未満,-
三重県,女,45～49歳,1.0未満,3114
滋賀県,女,45～49歳,2.5以上,-
滋賀県,女,45～49歳,2.0以上2.5未満,-
滋賀県,女,45～49歳,1.5以上2.0未満,-
滋賀県,女,45～49歳,1.0以上1.5未満,-
滋賀県,女,45～49歳,1.0未満,4459
京都府,女,45～49歳,2.5以上,-
京都府,女,45～49歳,2.0以上2.5未満,-
京都府,女,45～49歳,1.5以上2.0未満,-
京都府,女,45～49歳,1.0以上1.5未満,-
京都府,女,45～49歳,1.0未満,4093
大阪府,女,45～49歳,2.5以上,11
大阪府,女,45～49歳,2.0以上2.5未満,-
大阪府,女,45～49歳,1.5以上2.0未満,-
大阪府,女,45～49歳,1.0以上1.5未満,57
大阪府,女,45～49歳,1.0未満,23683
兵庫県,女,45～49歳,2.5以上,-
兵庫県,女,45～49歳,2.0以上2.5未満,-
兵庫県,女,45～49歳,1.5以上2.0未満,-
兵庫県,女,45～49歳,1.0以上1.5未満,13
兵庫県,女,45～49歳,1.0未満,9709
奈良県,女,45～49歳,2.5以上,-
奈良県,女,45～49歳,2.0以上2.5未満,-
奈良県,女,45～49歳,1.5以上2.0未満,-
奈良県,女,45～49歳,1.0以上1.5未満,-
奈良県,女,45～49歳,1.0未満,2203
和歌山県,女,45～49歳,2.5以上,-
和歌山県,女,45～49歳,2.0以上2.5未満,-
和歌山県,女,45～49歳,1.5以上2.0未満,-
和歌山県,女,45～49歳,1.0以上1.5未満,-
和歌山県,女,45～49歳,1.0未満,1120
鳥取県,女,45～49歳,2.5以上,-
鳥取県,女,45～49歳,2.0以上2.5未満,-
鳥取県,女,45～49歳,1.5以上2.0未満,-
鳥取県,女,45～49歳,1.0以上1.5未満,-
鳥取県,女,45～49歳,1.0未満,313
島根県,女,45～49歳,2.5以上,-
島根県,女,45～49歳,2.0以上2.5未満,-
島根県,女,45～49歳,1.5以上2.0未満,-
島根県,女,45～49歳,1.0以上1.5未満,-
島根県,女,45～49歳,1.0未満,997
岡山県,女,45～49歳,2.5以上,-
岡山県,女,45～49歳,2.0以上2.5未満,-
岡山県,女,45～49歳,1.5以上2.0未満,-
岡山県,女,45～49歳,1.0以上1.5未満,-
岡山県,女,45～49歳,1.0未満,2929
広島県,女,45～49歳,2.5以上,-
広島県,女,45～49歳,2.0以上2.5未満,-
広島県,女,45～49歳,1.5以上2.0未満,-
広島県,女,45～49歳,1.0以上1.5未満,10
広島県,女,45～49歳,1.0未満,3709
山口県,女,45～49歳,2.5以上,-
山口県,女,45～49歳,2.0以上2.5未満,-
山口県,女,45～49歳,1.5以上2.0未満,-
山口県,女,45～49歳,1.0以上1.5未満,-
山口県,女,45～49歳,1.0未満,2183
徳島県,女,45～49歳,2.5以上,-
徳島県,女,45～49歳,2.0以上2.5未満,-
徳島県,女,45～49歳,1.5以上2.0未満,-
徳島県,女,45～49歳,1.0以上1.5未満,-
徳島県,女,45～49歳,1.0未満,649
香川県,女,45～49歳,2.5以上,-
香川県,女,45～49歳,2.0以上2.5未満,-
香川県,女,45～49歳,1.5以上2.0未満,-
香川県,女,45～49歳,1.0以上1.5未満,-
香川県,女,45～49歳,1.0未満,1608
愛媛県,女,45～49歳,2.5以上,-
愛媛県,女,45～49歳,2.0以上2.5未満,-
愛媛県,女,45～49歳,1.5以上2.0未満,-
愛媛県,女,45～49歳,1.0以上1.5未満,-
愛媛県,女,45～49歳,1.0未満,2530
高知県,女,45～49歳,2.5以上,-
高知県,女,45～49歳,2.0以上2.5未満,-
高知県,女,45～49歳,1.5以上2.0未満,-
高知県,女,45～49歳,1.0以上1.5未満,-
高知県,女,45～49歳,1.0未満,1408
福岡県,女,45～49歳,2.5以上,-
福岡県,女,45～49歳,2.0以上2.5未満,-
福岡県,女,45～49歳,1.5以上2.0未満,-
福岡県,女,45～49歳,1.0以上1.5未満,18
福岡県,女,45～49歳,1.0未満,10146
佐賀県,女,45～49歳,2.5以上,-
佐賀県,女,45～49歳,2.0以上2.5未満,-
佐賀県,女,45～49歳,1.5以上2.0未満,-
佐賀県,女,45～49歳,1.0以上1.5未満,-
佐賀県,女,45～49歳,1.0未満,1380
長崎県,女,45～49歳,2.5以上,-
長崎県,女,45～49歳,2.0以上2.5未満,-
長崎県,女,45～49歳,1.5以上2.0未満,-
長崎県,女,45～49歳,1.0以上1.5未満,-
長崎県,女,45～49歳,1.0未満,1340
熊本県,女,45～49歳,2.5以上,-
熊本県,女,45～49歳,2.0以上2.5未満,-
熊本県,女,45～49歳,1.5以上2.0未満,-
熊本県,女,45～49歳,1.0以上1.5未満,-
熊本県,女,45～49歳,1.0未満,2197
大分県,女,45～49歳,2.5以上,-
大分県,女,45～49歳,2.0以上2.5未満,-
大分県,女,45～49歳,1.5以上2.0未満,-
大分県,女,45～49歳,1.0以上1.5未満,-
大分県,女,45～49歳,1.0未満,1799
宮崎県,女,45～49歳,2.5以上,-
宮崎県,女,45～49歳,2.0以上2.5未満,-
宮崎県,女,45～49歳,1.5以上2.0未満,-
宮崎県,女,45～49歳,1.0以上1.5未満,-
宮崎県,女,45～49歳,1.0未満,1410
鹿児島県,女,45～49歳,2.5以上,-
鹿児島県,女,45～49歳,2.0以上2.5未満,-
鹿児島県,女,45～49歳,1.5以上2.0未満,-
鹿児島県,女,45～49歳,1.0以上1.5未満,-
鹿児島県,女,45～49歳,1.0未満,2041
沖縄県,女,45～49歳,2.5以上,-
沖縄県,女,45～49歳,2.0以上2.5未満,-
沖縄県,女,45～49歳,1.5以上2.0未満,-
沖縄県,女,45～49歳,1.0以上1.5未満,-
沖縄県,女,45～49歳,1.0未満,2405
北海道,女,50～54歳,2.5以上,-
北海道,女,50～54歳,2.0以上2.5未満,-
北海道,女,50～54歳,1.5以上2.0未満,-
北海道,女,50～54歳,1.0以上1.5未満,44
北海道,女,50～54歳,1.0未満,8701
青森県,女,50～54歳,2.5以上,-
青森県,女,50～54歳,2.0以上2.5未満,-
青森県,女,50～54歳,1.5以上2.0未満,-
青森県,女,50～54歳,1.0以上1.5未満,-
青森県,女,50～54歳,1.0未満,1565
岩手県,女,50～54歳,2.5以上,-
岩手県,女,50～54歳,2.0以上2.5未満,-
岩手県,女,50～54歳,1.5以上2.0未満,-
岩手県,女,50～54歳,1.0以上1.5未満,10
岩手県,女,50～54歳,1.0未満,1567
宮城県,女,50～54歳,2.5以上,-
宮城県,女,50～54歳,2.0以上2.5未満,-
宮城県,女,50～54歳,1.5以上2.0未満,-
宮城県,女,50～54歳,1.0以上1.5未満,14
宮城県,女,50～54歳,1.0未満,4234
秋田県,女,50～54歳,2.5以上,-
秋田県,女,50～54歳,2.0以上2.5未満,-
秋田県,女,50～54歳,1.5以上2.0未満,-
秋田県,女,50～54歳,1.0以上1.5未満,-
秋田県,女,50～54歳,1.0未満,875
山形県,女,50～54歳,2.5以上,-
山形県,女,50～54歳,2.0以上2.5未満,-
山形県,女,50～54歳,1.5以上2.0未満,-
山形県,女,50～54歳,1.0以上1.5未満,-
山形県,女,50～54歳,1.0未満,1986
福島県,女,50～54歳,2.5以上,-
福島県,女,50～54歳,2.0以上2.5未満,-
福島県,女,50～54歳,1.5以上2.0未満,-
福島県,女,50～54歳,1.0以上1.5未満,-
福島県,女,50～54歳,1.0未満,2045
茨城県,女,50～54歳,2.5以上,-
茨城県,女,50～54歳,2.0以上2.5未満,-
茨城県,女,50～54歳,1.5以上2.0未満,-
茨城県,女,50～54歳,1.0以上1.5未満,18
茨城県,女,50～54歳,1.0未満,5445
栃木県,女,50～54歳,2.5以上,-
栃木県,女,50～54歳,2.0以上2.5未満,-
栃木県,女,50～54歳,1.5以上2.0未満,-
栃木県,女,50～54歳,1.0以上1.5未満,12
栃木県,女,50～54歳,1.0未満,2954
群馬県,女,50～54歳,2.5以上,-
群馬県,女,50～54歳,2.0以上2.5未満,-
群馬県,女,50～54歳,1.5以上2.0未満,-
群馬県,女,50～54歳,1.0以上1.5未満,12
群馬県,女,50～54歳,1.0未満,2478
埼玉県,女,50～54歳,2.5以上,-
埼玉県,女,50～54歳,2.0以上2.5未満,-
埼玉県,女,50～54歳,1.5以上2.0未満,-
埼玉県,女,50～54歳,1.0以上1.5未満,34
埼玉県,女,50～54歳,1.0未満,13041
千葉県,女,50～54歳,2.5以上,13
千葉県,女,50～54歳,2.0以上2.5未満,-
千葉県,女,50～54歳,1.5以上2.0未満,-
千葉県,女,50～54歳,1.0以上1.5未満,38
千葉県,女,50～54歳,1.0未満,13654
東京都,女,50～54歳,2.5以上,-
東京都,女,50～54歳,2.0以上2.5未満,-
東京都,女,50～54歳,1.5以上2.0未満,15
東京都,女,50～54歳,1.0以上1.5未満,108
東京都,女,50～54歳,1.0未満,35460
神奈川県,女,50～54歳,2.5以上,16
神奈川県,女,50～54歳,2.0以上2.5未満,-
神奈川県,女,50～54歳,1.5以上2.0未満,10
神奈川県,女,50～54歳,1.0以上1.5未満,64
神奈川県,女,50～54歳,1.0未満,21301
新潟県,女,50～54歳,2.5以上,-
新潟県,女,50～54歳,2.0以上2.5未満,-
新潟県,女,50～54歳,1.5以上2.0未満,-
新潟県,女,50～54歳,1.0以上1.5未満,-
新潟県,女,50～54歳,1.0未満,2104
富山県,女,50～54歳,2.5以上,-
富山県,女,50～54歳,2.0以上2.5未満,-
富山県,女,50～54歳,1.5以上2.0未満,-
富山県,女,50～54歳,1.0以上1.5未満,-
富山県,女,50～54歳,1.0未満,1414
石川県,女,50～54歳,2.5以上,-
石川県,女,50～54歳,2.0以上2.5未満,-
石川県,女,50～54歳,1.5以上2.0未満,-
石川県,女,50～54歳,1.0以上1.5未満,17
石川県,女,50～54歳,1.0未満,2294
福井県,女,50～54歳,2.5以上,-
福井県,女,50～54歳,2.0以上2.5未満,-
福井県,女,50～54歳,1.5以上2.0未満,-
福井県,女,50～54歳,1.0以上1.5未満,-
福井県,女,50～54歳,1.0未満,902
山梨県,女,50～54歳,2.5以上,-
山梨県,女,50～54歳,2.0以上2.5未満,-
山梨県,女,50～54歳,1.5以上2.0未満,-
山梨県,女,50～54歳,1.0以上1.5未満,-
山梨県,女,50～54歳,1.0未満,820
長野県,女,50～54歳,2.5以上,-
長野県,女,50～54歳,2.0以上2.5未満,-
長野県,女,50～54歳,1.5以上2.0未満,-
長野県,女,50～54歳,1.0以上1.5未満,17
長野県,女,50～54歳,1.0未満,3546
岐阜県,女,50～54歳,2.5以上,-
岐阜県,女,50～54歳,2.0以上2.5未満,-
岐阜県,女,50～54歳,1.5以上2.0未満,-
岐阜県,女,50～54歳,1.0以上1.5未満,12
岐阜県,女,50～54歳,1.0未満,2427
静岡県,女,50～54歳,2.5以上,-
静岡県,女,50～54歳,2.0以上2.5未満,-
静岡県,女,50～54歳,1.5以上2.0未満,-
静岡県,女,50～54歳,1.0以上1.5未満,25
静岡県,女,50～54歳,1.0未満,5101
愛知県,女,50～54歳,2.5以上,-
愛知県,女,50～54歳,2.0以上2.5未満,-
愛知県,女,50～54歳,1.5以上2.0未満,-
愛知県,女,50～54歳,1.0以上1.5未満,76
愛知県,女,50～54歳,1.0未満,22504
三重県,女,50～54歳,2.5以上,-
三重県,女,50～54歳,2.0以上2.5未満,-
三重県,女,50～54歳,1.5以上2.0未満,-
三重県,女,50～54歳,1.0以上1.5未満,-
三重県,女,50～54歳,1.0未満,2856
滋賀県,女,50～54歳,2.5以上,-
滋賀県,女,50～54歳,2.0以上2.5未満,-
滋賀県,女,50～54歳,1.5以上2.0未満,-
滋賀県,女,50～54歳,1.0以上1.5未満,-
滋賀県,女,50～54歳,1.0未満,4159
京都府,女,50～54歳,2.5以上,-
京都府,女,50～54歳,2.0以上2.5未満,-
京都府,女,50～54歳,1.5以上2.0未満,-
京都府,女,50～54歳,1.0以上1.5未満,-
京都府,女,50～54歳,1.0未満,4108
大阪府,女,50～54歳,2.5以上,25
大阪府,女,50～54歳,2.0以上2.5未満,-
大阪府,女,50～54歳,1.5以上2.0未満,11
大阪府,女,50～54歳,1.0以上1.5未満,88
大阪府,女,50～54歳,1.0未満,25586
兵庫県,女,50～54歳,2.5以上,-
兵庫県,女,50～54歳,2.0以上2.5未満,-
兵庫県,女,50～54歳,1.5以上2.0未満,-
兵庫県,女,50～54歳,1.0以上1.5未満,30
兵庫県,女,50～54歳,1.0未満,10082
奈良県,女,50～54歳,2.5以上,-
奈良県,女,50～54歳,2.0以上2.5未満,-
奈良県,女,50～54歳,1.5以上2.0未満,-
奈良県,女,50～54歳,1.0以上1.5未満,-
奈良県,女,50～54歳,1.0未満,2510
和歌山県,女,50～54歳,2.5以上,-
和歌山県,女,50～54歳,2.0以上2.5未満,-
和歌山県,女,50～54歳,1.5以上2.0未満,-
和歌山県,女,50～54歳,1.0以上1.5未満,-
和歌山県,女,50～54歳,1.0未満,1208
鳥取県,女,50～54歳,2.5以上,-
鳥取県,女,50～54歳,2.0以上2.5未満,-
鳥取県,女,50～54歳,1.5以上2.0未満,-
鳥取県,女,50～54歳,1.0以上1.5未満,-
鳥取県,女,50～54歳,1.0未満,302
島根県,女,50～54歳,2.5以上,-
島根県,女,50～54歳,2.0以上2.5未満,-
島根県,女,50～54歳,1.5以上2.0未満,-
島根県,女,50～54歳,1.0以上1.5未満,-
島根県,女,50～54歳,1.0未満,877
岡山県,女,50～54歳,2.5以上,-
岡山県,女,50～54歳,2.0以上2.5未満,-
岡山県,女,50～54歳,1.5以上2.0未満,-
岡山県,女,50～54歳,1.0以上1.5未満,12
岡山県,女,50～54歳,1.0未満,2622
広島県,女,50～54歳,2.5以上,-
広島県,女,50～54歳,2.0以上2.5未満,-
広島県,女,50～54歳,1.5以上2.0未満,-
広島県,女,50～54歳,1.0以上1.5未満,-
広島県,女,50～54歳,1.0未満,3495
山口県,女,50～54歳,2.5以上,-
山口県,女,50～54歳,2.0以上2.5未満,-
山口県,女,50～54歳,1.5以上2.0未満,-
山口県,女,50～54歳,1.0以上1.5未満,-
山口県,女,50～54歳,1.0未満,2060
徳島県,女,50～54歳,2.5以上,-
徳島県,女,50～54歳,2.0以上2.5未満,-
徳島県,女,50～54歳,1.5以上2.0未満,-
徳島県,女,50～54歳,1.0以上1.5未満,-
徳島県,女,50～54歳,1.0未満,641
香川県,女,50～54歳,2.5以上,-
香川県,女,50～54歳,2.0以上2.5未満,-
香川県,女,50～54歳,1.5以上2.0未満,-
香川県,女,50～54歳,1.0以上1.5未満,10
香川県,女,50～54歳,1.0未満,1444
愛媛県,女,50～54歳,2.5以上,-
愛媛県,女,50～54歳,2.0以上2.5未満,-
愛媛県,女,50～54歳,1.5以上2.0未満,-
愛媛県,女,50～54歳,1.0以上1.5未満,12
愛媛県,女,50～54歳,1.0未満,2493
高知県,女,50～54歳,2.5以上,-
高知県,女,50～54歳,2.0以上2.5未満,-
高知県,女,50～54歳,1.5以上2.0未満,-
高知県,女,50～54歳,1.0以上1.5未満,-
高知県,女,50～54歳,1.0未満,1249
福岡県,女,50～54歳,2.5以上,-
福岡県,女,50～54歳,2.0以上2.5未満,-
福岡県,女,50～54歳,1.5以上2.0未満,-
福岡県,女,50～54歳,1.0以上1.5未満,20
福岡県,女,50～54歳,1.0未満,9091
佐賀県,女,50～54歳,2.5以上,-
佐賀県,女,50～54歳,2.0以上2.5未満,-
佐賀県,女,50～54歳,1.5以上2.0未満,-
佐賀県,女,50～54歳,1.0以上1.5未満,-
佐賀県,女,50～54歳,1.0未満,1217
長崎県,女,50～54歳,2.5以上,-
