地域,性別,年齢層,検査値範囲,人数
愛媛県,男,50～54歳,130以上140未満,5604
愛媛県,男,50～54歳,120以上130未満,7081
愛媛県,男,50～54歳,120未満,8535
高知県,男,50～54歳,180以上,71
高知県,男,50～54歳,160以上180未満,442
高知県,男,50～54歳,140以上160未満,2262
高知県,男,50～54歳,130以上140未満,2494
高知県,男,50～54歳,120以上130未満,3491
高知県,男,50～54歳,120未満,4231
福岡県,男,50～54歳,180以上,448
福岡県,男,50～54歳,160以上180未満,2696
福岡県,男,50～54歳,140以上160未満,14377
福岡県,男,50～54歳,130以上140未満,18640
福岡県,男,50～54歳,120以上130未満,28491
福岡県,男,50～54歳,120未満,33021
佐賀県,男,50～54歳,180以上,68
佐賀県,男,50～54歳,160以上180未満,372
佐賀県,男,50～54歳,140以上160未満,1939
佐賀県,男,50～54歳,130以上140未満,2664
佐賀県,男,50～54歳,120以上130未満,4124
佐賀県,男,50～54歳,120未満,5212
長崎県,男,50～54歳,180以上,119
長崎県,男,50～54歳,160以上180未満,672
長崎県,男,50～54歳,140以上160未満,3946
長崎県,男,50～54歳,130以上140未満,5134
長崎県,男,50～54歳,120以上130未満,6418
長崎県,男,50～54歳,120未満,6872
熊本県,男,50～54歳,180以上,131
熊本県,男,50～54歳,160以上180未満,753
熊本県,男,50～54歳,140以上160未満,4670
熊本県,男,50～54歳,130以上140未満,6099
熊本県,男,50～54歳,120以上130未満,9107
熊本県,男,50～54歳,120未満,10368
大分県,男,50～54歳,180以上,86
大分県,男,50～54歳,160以上180未満,575
大分県,男,50～54歳,140以上160未満,3320
大分県,男,50～54歳,130以上140未満,4466
大分県,男,50～54歳,120以上130未満,6713
大分県,男,50～54歳,120未満,7030
宮崎県,男,50～54歳,180以上,84
宮崎県,男,50～54歳,160以上180未満,510
宮崎県,男,50～54歳,140以上160未満,2919
宮崎県,男,50～54歳,130以上140未満,3961
宮崎県,男,50～54歳,120以上130未満,5198
宮崎県,男,50～54歳,120未満,6169
鹿児島県,男,50～54歳,180以上,142
鹿児島県,男,50～54歳,160以上180未満,770
鹿児島県,男,50～54歳,140以上160未満,4027
鹿児島県,男,50～54歳,130以上140未満,5352
鹿児島県,男,50～54歳,120以上130未満,7365
鹿児島県,男,50～54歳,120未満,9101
沖縄県,男,50～54歳,180以上,116
沖縄県,男,50～54歳,160以上180未満,719
沖縄県,男,50～54歳,140以上160未満,4215
沖縄県,男,50～54歳,130以上140未満,5100
沖縄県,男,50～54歳,120以上130未満,7010
沖縄県,男,50～54歳,120未満,8154
北海道,男,55～59歳,180以上,706
北海道,男,55～59歳,160以上180未満,3661
北海道,男,55～59歳,140以上160未満,16599
北海道,男,55～59歳,130以上140未満,17589
北海道,男,55～59歳,120以上130未満,21916
北海道,男,55～59歳,120未満,23676
青森県,男,55～59歳,180以上,105
青森県,男,55～59歳,160以上180未満,835
青森県,男,55～59歳,140以上160未満,4344
青森県,男,55～59歳,130以上140未満,5377
青森県,男,55～59歳,120以上130未満,5966
青森県,男,55～59歳,120未満,6546
岩手県,男,55～59歳,180以上,164
岩手県,男,55～59歳,160以上180未満,1050
岩手県,男,55～59歳,140以上160未満,4958
岩手県,男,55～59歳,130以上140未満,5524
岩手県,男,55～59歳,120以上130未満,6590
岩手県,男,55～59歳,120未満,5867
宮城県,男,55～59歳,180以上,294
宮城県,男,55～59歳,160以上180未満,1785
宮城県,男,55～59歳,140以上160未満,8471
宮城県,男,55～59歳,130以上140未満,10160
宮城県,男,55～59歳,120以上130未満,11130
宮城県,男,55～59歳,120未満,12068
秋田県,男,55～59歳,180以上,139
秋田県,男,55～59歳,160以上180未満,744
秋田県,男,55～59歳,140以上160未満,3808
秋田県,男,55～59歳,130以上140未満,4338
秋田県,男,55～59歳,120以上130未満,4647
秋田県,男,55～59歳,120未満,4418
山形県,男,55～59歳,180以上,171
山形県,男,55～59歳,160以上180未満,950
山形県,男,55～59歳,140以上160未満,4554
山形県,男,55～59歳,130以上140未満,4764
山形県,男,55～59歳,120以上130未満,5953
山形県,男,55～59歳,120未満,6048
福島県,男,55～59歳,180以上,240
福島県,男,55～59歳,160以上180未満,1286
福島県,男,55～59歳,140以上160未満,6560
福島県,男,55～59歳,130以上140未満,8324
福島県,男,55～59歳,120以上130未満,9254
福島県,男,55～59歳,120未満,9275
茨城県,男,55～59歳,180以上,358
茨城県,男,55～59歳,160以上180未満,2028
茨城県,男,55～59歳,140以上160未満,9759
茨城県,男,55～59歳,130以上140未満,12188
茨城県,男,55～59歳,120以上130未満,14655
茨城県,男,55～59歳,120未満,14738
栃木県,男,55～59歳,180以上,260
栃木県,男,55～59歳,160以上180未満,1518
栃木県,男,55～59歳,140以上160未満,7000
栃木県,男,55～59歳,130以上140未満,8168
栃木県,男,55～59歳,120以上130未満,10021
栃木県,男,55～59歳,120未満,10495
群馬県,男,55～59歳,180以上,269
群馬県,男,55～59歳,160以上180未満,1423
群馬県,男,55～59歳,140以上160未満,7076
群馬県,男,55～59歳,130以上140未満,7872
群馬県,男,55～59歳,120以上130未満,10017
群馬県,男,55～59歳,120未満,10099
埼玉県,男,55～59歳,180以上,912
埼玉県,男,55～59歳,160以上180未満,4894
埼玉県,男,55～59歳,140以上160未満,24396
埼玉県,男,55～59歳,130以上140未満,29712
埼玉県,男,55～59歳,120以上130未満,36849
埼玉県,男,55～59歳,120未満,41516
千葉県,男,55～59歳,180以上,747
千葉県,男,55～59歳,160以上180未満,3815
千葉県,男,55～59歳,140以上160未満,19474
千葉県,男,55～59歳,130以上140未満,24214
千葉県,男,55～59歳,120以上130未満,31335
千葉県,男,55～59歳,120未満,35411
東京都,男,55～59歳,180以上,1394
東京都,男,55～59歳,160以上180未満,7990
東京都,男,55～59歳,140以上160未満,43934
東京都,男,55～59歳,130以上140未満,58986
東京都,男,55～59歳,120以上130未満,78330
東京都,男,55～59歳,120未満,98817
神奈川県,男,55～59歳,180以上,947
神奈川県,男,55～59歳,160以上180未満,5398
神奈川県,男,55～59歳,140以上160未満,29550
神奈川県,男,55～59歳,130以上140未満,40495
神奈川県,男,55～59歳,120以上130未満,52314
神奈川県,男,55～59歳,120未満,65588
新潟県,男,55～59歳,180以上,219
新潟県,男,55～59歳,160以上180未満,1332
新潟県,男,55～59歳,140以上160未満,7273
新潟県,男,55～59歳,130以上140未満,8817
新潟県,男,55～59歳,120以上130未満,13257
新潟県,男,55～59歳,120未満,15048
富山県,男,55～59歳,180以上,166
富山県,男,55～59歳,160以上180未満,909
富山県,男,55～59歳,140以上160未満,4190
富山県,男,55～59歳,130以上140未満,5149
富山県,男,55～59歳,120以上130未満,5499
富山県,男,55～59歳,120未満,5473
石川県,男,55～59歳,180以上,164
石川県,男,55～59歳,160以上180未満,864
石川県,男,55～59歳,140以上160未満,4252
石川県,男,55～59歳,130以上140未満,4602
石川県,男,55～59歳,120以上130未満,5912
石川県,男,55～59歳,120未満,5693
福井県,男,55～59歳,180以上,133
福井県,男,55～59歳,160以上180未満,590
福井県,男,55～59歳,140以上160未満,2825
福井県,男,55～59歳,130以上140未満,3325
福井県,男,55～59歳,120以上130未満,4073
福井県,男,55～59歳,120未満,3875
山梨県,男,55～59歳,180以上,155
山梨県,男,55～59歳,160以上180未満,864
山梨県,男,55～59歳,140以上160未満,3713
山梨県,男,55～59歳,130以上140未満,3614
山梨県,男,55～59歳,120以上130未満,4250
山梨県,男,55～59歳,120未満,4714
長野県,男,55～59歳,180以上,230
長野県,男,55～59歳,160以上180未満,1458
長野県,男,55～59歳,140以上160未満,7223
長野県,男,55～59歳,130以上140未満,8929
長野県,男,55～59歳,120以上130未満,11301
長野県,男,55～59歳,120未満,12854
岐阜県,男,55～59歳,180以上,241
岐阜県,男,55～59歳,160以上180未満,1567
岐阜県,男,55～59歳,140以上160未満,6974
岐阜県,男,55～59歳,130以上140未満,8553
岐阜県,男,55～59歳,120以上130未満,9963
岐阜県,男,55～59歳,120未満,11641
静岡県,男,55～59歳,180以上,378
静岡県,男,55～59歳,160以上180未満,2210
静岡県,男,55～59歳,140以上160未満,11393
