都道府県,性別,年齢区分,下限値,上限値,人数
山形県,男性,45～49歳,0.0,18.5,667
福島県,男性,45～49歳,40.0,inf,202
福島県,男性,45～49歳,35.0,40.0,655
福島県,男性,45～49歳,30.0,35.0,3252
福島県,男性,45～49歳,25.0,30.0,13120
福島県,男性,45～49歳,20.0,25.0,20006
福島県,男性,45～49歳,18.5,20.0,2299
福島県,男性,45～49歳,0.0,18.5,977
茨城県,男性,45～49歳,40.0,inf,305
茨城県,男性,45～49歳,35.0,40.0,1191
茨城県,男性,45～49歳,30.0,35.0,5517
茨城県,男性,45～49歳,25.0,30.0,21568
茨城県,男性,45～49歳,20.0,25.0,34713
茨城県,男性,45～49歳,18.5,20.0,3860
茨城県,男性,45～49歳,0.0,18.5,1523
栃木県,男性,45～49歳,40.0,inf,240
栃木県,男性,45～49歳,35.0,40.0,852
栃木県,男性,45～49歳,30.0,35.0,3909
栃木県,男性,45～49歳,25.0,30.0,15431
栃木県,男性,45～49歳,20.0,25.0,24627
栃木県,男性,45～49歳,18.5,20.0,2732
栃木県,男性,45～49歳,0.0,18.5,1112
群馬県,男性,45～49歳,40.0,inf,232
群馬県,男性,45～49歳,35.0,40.0,690
群馬県,男性,45～49歳,30.0,35.0,3475
群馬県,男性,45～49歳,25.0,30.0,13900
群馬県,男性,45～49歳,20.0,25.0,23839
群馬県,男性,45～49歳,18.5,20.0,2698
群馬県,男性,45～49歳,0.0,18.5,1169
埼玉県,男性,45～49歳,40.0,inf,773
埼玉県,男性,45～49歳,35.0,40.0,2677
埼玉県,男性,45～49歳,30.0,35.0,13041
埼玉県,男性,45～49歳,25.0,30.0,55794
埼玉県,男性,45～49歳,20.0,25.0,93483
埼玉県,男性,45～49歳,18.5,20.0,10360
埼玉県,男性,45～49歳,0.0,18.5,4394
千葉県,男性,45～49歳,40.0,inf,721
千葉県,男性,45～49歳,35.0,40.0,2348
千葉県,男性,45～49歳,30.0,35.0,11401
千葉県,男性,45～49歳,25.0,30.0,46142
千葉県,男性,45～49歳,20.0,25.0,76788
千葉県,男性,45～49歳,18.5,20.0,8146
