都道府県,性別,年齢区分,下限値,上限値,人数
福島県,男性,45～49歳,120.0,140.0,10070
福島県,男性,45～49歳,100.0,120.0,9038
福島県,男性,45～49歳,0.0,100.0,7606
茨城県,男性,45～49歳,180.0,inf,4234
茨城県,男性,45～49歳,160.0,180.0,6922
茨城県,男性,45～49歳,140.0,160.0,12964
茨城県,男性,45～49歳,120.0,140.0,17004
茨城県,男性,45～49歳,100.0,120.0,15295
茨城県,男性,45～49歳,0.0,100.0,12057
栃木県,男性,45～49歳,180.0,inf,2909
栃木県,男性,45～49歳,160.0,180.0,4752
栃木県,男性,45～49歳,140.0,160.0,8868
栃木県,男性,45～49歳,120.0,140.0,11949
栃木県,男性,45～49歳,100.0,120.0,11183
栃木県,男性,45～49歳,0.0,100.0,9125
群馬県,男性,45～49歳,180.0,inf,2838
群馬県,男性,45～49歳,160.0,180.0,4602
群馬県,男性,45～49歳,140.0,160.0,8693
群馬県,男性,45～49歳,120.0,140.0,11234
群馬県,男性,45～49歳,100.0,120.0,10209
群馬県,男性,45～49歳,0.0,100.0,8261
埼玉県,男性,45～49歳,180.0,inf,11966
埼玉県,男性,45～49歳,160.0,180.0,18769
埼玉県,男性,45～49歳,140.0,160.0,34220
埼玉県,男性,45～49歳,120.0,140.0,44967
埼玉県,男性,45～49歳,100.0,120.0,39218
埼玉県,男性,45～49歳,0.0,100.0,30712
千葉県,男性,45～49歳,180.0,inf,9994
千葉県,男性,45～49歳,160.0,180.0,15593
千葉県,男性,45～49歳,140.0,160.0,28465
千葉県,男性,45～49歳,120.0,140.0,36920
千葉県,男性,45～49歳,100.0,120.0,32346
千葉県,男性,45～49歳,0.0,100.0,24725
東京都,男性,45～49歳,180.0,inf,22799
東京都,男性,45～49歳,160.0,180.0,37187
東京都,男性,45～49歳,140.0,160.0,69278
東京都,男性,45～49歳,120.0,140.0,89898
東京都,男性,45～49歳,100.0,120.0,79719
東京都,男性,45～49歳,0.0,100.0,63034
神奈川県,男性,45～49歳,180.0,inf,15072
神奈川県,男性,45～49歳,160.0,180.0,24141
神奈川県,男性,45～49歳,140.0,160.0,44599
神奈川県,男性,45～49歳,120.0,140.0,58818
神奈川県,男性,45～49歳,100.0,120.0,50909
神奈川県,男性,45～49歳,0.0,100.0,39319
新潟県,男性,45～49歳,180.0,inf,3295
